packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|expected_token|mptcpstream|recvtok
1199|any|18.706440358|1529916734.463887131|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1200|any|18.709256204|1529916734.466702977|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|804053|2856|1||1|
1201|any|18.717928124|1529916734.475374897|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1202|any|18.720138802|1529916734.477585575|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|806909|2856|1||1|
1203|any|18.732254401|1529916734.489701174|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|809765|2856|1||1|
1204|any|18.732309645|1529916734.489756418|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1205|any|18.736789087|1529916734.494235860|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1206|any|18.743826505|1529916734.501273278|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|812621|2856|1||1|
1207|any|18.751140799|1529916734.508587572|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1208|any|18.755684524|1529916734.513131297|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|815477|2856|1||1|
1209|any|18.760387307|1529916734.517834080|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1210|any|18.769438469|1529916734.526885242|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|818333|2856|1||1|
1211|any|18.770207827|1529916734.527654600|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1212|any|18.779551902|1529916734.536998675|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|821189|2856|1||1|
1213|any|18.786540291|1529916734.543987064|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1214|any|18.792864844|1529916734.550311617|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|824045|2856|1||1|
1215|any|18.798828624|1529916734.556275397|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1216|any|18.803556932|1529916734.561003705|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|826901|2856|1||1|
1217|any|18.807252935|1529916734.564699708|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1218|any|18.816825252|1529916734.574272025|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|829757|2856|1||1|
1219|any|18.823290978|1529916734.580737751|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1220|any|18.829450684|1529916734.586897457|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|832613|2856|1||1|
1221|any|18.836406284|1529916734.593853057|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1222|any|18.840239015|1529916734.597685788|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|835469|2856|1||1|
1223|any|18.851448267|1529916734.608895040|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|807578|2856|1||1|
1224|any|18.856161834|1529916734.613608607|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1225|any|18.865588047|1529916734.623034820|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|810434|2856|1||1|
1226|any|18.870339429|1529916734.627786202|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1227|any|18.875550191|1529916734.632996964|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|813290|2856|1||1|
1228|any|18.885437286|1529916734.642884059|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1229|any|18.887816815|1529916734.645263588|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|816146|1428|1||1|
1230|any|18.895613991|1529916734.653060764|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|817574|2856|1||1|
1231|any|18.895617555|1529916734.653064328|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1232|any|18.908291905|1529916734.665738678|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|820430|2856|1||1|
1233|any|18.908295216|1529916734.665741989|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1234|any|18.916178928|1529916734.673625701|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1235|any|18.918485925|1529916734.675932698|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|823286|2856|1||1|
1236|any|18.930836032|1529916734.688282805|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|826142|2856|1||1|
1237|any|18.930834639|1529916734.688281412|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1238|any|18.943112905|1529916734.700559678|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|828998|2856|1||1|
1239|any|18.943117700|1529916734.700564473|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1240|any|18.955037573|1529916734.712484346|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|831854|2856|1||1|
1241|any|18.955035492|1529916734.712482265|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|587753||1|
1242|any|18.965493099|1529916734.722939872|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|810434||1|
1243|any|18.968417580|1529916734.725864353|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|834710|2856|1||1|
1244|any|18.978153499|1529916734.735600272|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|837566|2856|1||1|
1245|any|18.978156556|1529916734.735603329|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|813290||1|
1246|any|18.986913809|1529916734.744360582|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|816146||1|
1247|any|18.990440466|1529916734.747887239|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|840422|2856|1||1|
1248|any|19.002490708|1529916734.759937481|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|843278|2856|1||1|
1249|any|19.002488729|1529916734.759935502|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|817574||1|
1250|any|19.010615953|1529916734.768062726|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|820430||1|
1251|any|19.015882876|1529916734.773329649|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|846134|2856|1||1|
1252|any|19.022759940|1529916734.780206713|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|823286||1|
1253|any|19.027759372|1529916734.785206145|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|848990|2856|1||1|
1254|any|19.036523643|1529916734.793970416|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|826142||1|
1255|any|19.037860808|1529916734.795307581|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|851846|2856|1||1|
1256|any|19.047473011|1529916734.804919784|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|828998||1|
1257|any|19.049891544|1529916734.807338317|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|854702|2856|1||1|
1258|any|19.057211661|1529916734.814658434|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|831854||1|
1259|any|19.062357205|1529916734.819803978|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|857558|2856|1||1|
1260|any|19.069232619|1529916734.826679392|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|834710||1|
1261|any|19.074235063|1529916734.831681836|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|860414|2856|1||1|
1262|any|19.083958376|1529916734.841405149|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|837566||1|
1263|any|19.086083755|1529916734.843530528|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|863270|2856|1||1|
1264|any|19.095740758|1529916734.853187531|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|840422||1|
1265|any|19.099167200|1529916734.856613973|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|866126|2856|1||1|
1266|any|19.103303073|1529916734.860749846|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|843278||1|
1267|any|19.110597990|1529916734.868044763|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|868982|2856|1||1|
1268|any|19.115195764|1529916734.872642537|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|846134||1|
1269|any|19.123596069|1529916734.881042842|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|871838|2856|1||1|
1270|any|19.127719715|1529916734.885166488|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|848990||1|
1271|any|19.135023687|1529916734.892470460|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|874694|2856|1||1|
1272|any|19.141908047|1529916734.899354820|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|851846||1|
1273|any|19.147069054|1529916734.904515827|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|877550|2856|1||1|
1274|any|19.149326813|1529916734.906773586|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|854702||1|
1275|any|19.159484148|1529916734.916930921|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|880406|1352|1||1|
1276|any|19.166241347|1529916734.923688120|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|857558||1|
1277|any|19.175981711|1529916734.933428484|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|860414||1|
1278|any|19.193961170|1529916734.951407943|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|587753|1428|1||1|
1279|any|19.223880271|1529916734.981327044|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|871838||1|
1280|any|19.232853796|1529916734.990300569|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|606317|2856|1||1|
1281|any|19.273830999|1529916735.031277772|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|596480|0x00000010|1,1,8,30|1|0|881758||1|
1282|any|19.308192090|1529916735.065638863|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|596480|0x00000010|1,1,8,1,1,5,30|1|0|606317||1|
1283|any|19.325787496|1529916735.083234269|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|458752|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1284|any|19.325788247|1529916735.083235020|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|454656|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1285|any|19.325788872|1529916735.083235645|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|452608|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1286|any|19.325789462|1529916735.083236235|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|450560|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1287|any|19.325790133|1529916735.083236906|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|448000|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1288|any|19.343685616|1529916735.101132389|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|448000|0x00000010|1,1,8,1,1,5,30|1|0|756929||1|
1289|any|20.246864690|1529916736.004311463|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|756929|2856|1||1|
1290|any|20.341726404|1529916736.099173177|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|683008|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1291|any|20.341727224|1529916736.099173997|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|678912|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1292|any|20.341727825|1529916736.099174598|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|676352|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1293|any|20.341728392|1529916736.099175165|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|672256|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1294|any|20.341728985|1529916736.099175758|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|668160|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1295|any|20.341729537|1529916736.099176310|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|666112|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1296|any|20.341730095|1529916736.099176868|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|664064|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1297|any|20.341730650|1529916736.099177423|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|659968|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1298|any|20.341731218|1529916736.099177991|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|657920|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1299|any|20.341731795|1529916736.099178568|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|655872|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1300|any|20.341732382|1529916736.099179155|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|653824|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1301|any|20.341732934|1529916736.099179707|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|651776|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1302|any|20.341733538|1529916736.099180311|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|643584|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1303|any|20.341734098|1529916736.099180871|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|641536|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1304|any|20.341734642|1529916736.099181415|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|639488|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1305|any|20.341735183|1529916736.099181956|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|638464|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1306|any|20.341735758|1529916736.099182531|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|636416|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1307|any|20.341736311|1529916736.099183084|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|633856|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1308|any|20.341736960|1529916736.099183733|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|631808|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1309|any|20.342887153|1529916736.100333926|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|629760|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1310|any|20.342887918|1529916736.100334691|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|625664|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1311|any|20.342888594|1529916736.100335367|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|623616|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1312|any|20.344019459|1529916736.101466232|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|621568|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1313|any|20.344020135|1529916736.101466908|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|619520|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1314|any|20.346186686|1529916736.103633459|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|615424|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1315|any|20.346187423|1529916736.103634196|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|613376|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1316|any|20.346188033|1529916736.103634806|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|605184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1317|any|20.346188654|1529916736.103635427|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|601088|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1318|any|20.359604394|1529916736.117051167|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|599040|0x00000010|1,1,8,30|1|0|838325||1|
1319|any|21.597328320|1529916737.354775093|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|881758|2100|1||1|
1320|any|21.624537514|1529916737.381984287|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|883858|76|1||1|
1321|any|21.639376038|1529916737.396822811|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|883934|2856|1||1|
1322|any|21.646293951|1529916737.403740724|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|886790|2856|1||1|
1323|any|21.658192123|1529916737.415638896|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|889646|2856|1||1|
1324|any|21.669778351|1529916737.427225124|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|892502|2856|1||1|
1325|any|21.681868342|1529916737.439315115|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|895358|2856|1||1|
1326|any|21.695253315|1529916737.452700088|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|898214|2856|1||1|
1327|any|21.707348558|1529916737.464795331|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|901070|2856|1||1|
1328|any|21.711986292|1529916737.469433065|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|883858||1|
1329|any|21.719535583|1529916737.476982356|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|903926|2856|1||1|
1330|any|21.719553319|1529916737.477000092|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
1331|any|21.729384971|1529916737.486831744|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|906782|2856|1||1|
1332|any|21.738423278|1529916737.495870051|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|883934||1|
1333|any|21.743019316|1529916737.500466089|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|909638|2856|1||1|
1334|any|21.754819027|1529916737.512265800|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|912494|2856|1||1|
1335|any|21.754817966|1529916737.512264739|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|886790||1|
1336|any|21.761739488|1529916737.519186261|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|889646||1|
1337|any|21.766667930|1529916737.524114703|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|915350|2856|1||1|
1338|any|21.773599250|1529916737.531046023|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|892502||1|
1339|any|21.778601771|1529916737.536048544|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|918206|2856|1||1|
1340|any|21.785965672|1529916737.543412445|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|895358||1|
1341|any|21.790512452|1529916737.547959225|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|921062|2856|1||1|
1342|any|21.797378066|1529916737.554824839|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|898214||1|
1343|any|21.803367059|1529916737.560813832|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|923918|2856|1||1|
1344|any|21.807764407|1529916737.565211180|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|901070||1|
1345|any|21.815103592|1529916737.572550365|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|926774|2856|1||1|
1346|any|21.822452919|1529916737.579899692|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|903926||1|
1347|any|21.825556048|1529916737.583002821|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|929630|2856|1||1|
1348|any|21.835097672|1529916737.592544445|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|906782||1|
1349|any|21.838177361|1529916737.595624134|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|932486|2856|1||1|
1350|any|21.843461671|1529916737.600908444|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|909638||1|
1351|any|21.851114262|1529916737.608561035|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|935342|2856|1||1|
1352|any|21.856068326|1529916737.613515099|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|912494||1|
